	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
2	-19.28	121.5	5.0	TALGARNO	297
3	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
4	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
5	10.9667	106.8167	5.0	BIEN HOA (VVBH)	480
6	13.9667	108.65	5.0	AN KHE (VVAK)	224
7	16.8167	107.0833	5.0	DONG HA	571
8	23.8167	5.15	5.0	IN AMGUEL	144
9	24.3	118.083	5.0	CHIANGYANG	188
10	25.0167	102.8333	5.0	KAN-HAI-TZU	598
11	25.9	-81.7167	5.0	DELTA SEVEN	436
12	27.95	-80.5667	5.0	VALKARIA	798
13	29.6833	-85.35	5.0	CAPE SAN BLAS SITE D 3	2507
14	32.5	-106.4167	5.0	FRYE SITE	155
15	36.7	119.1167	5.0	WEI HSIEN	254
16	39.6667	118.1167	5.0	TANG SHAN	251
17	41.1167	122.95	5.0	AN SHAN	362
18	41.75	103.9667	5.0	PANG-TING-TO-TO-KAI	1057
19	45.3	-82.8	5.0	ENVIRONM BUOY 45003	574
20	46.9667	-122.9	5.0	OLYMPIA MUN I AP	1217
21	47.95	-97.4	5.0	GRAND FORKS AFB	517
22	48.7	-8.9167	5.0	ENVIRONM BUOY 62027	215
23	50.8667	7.1333	5.0	KOLN/BONN	1759
24	68.1	-165.7667	5.0	CAPE THOMPSON	100
25	42.175	-69.40835	5.6	FALMOUTH OTIS AFB,ENVIRONM BUOY 44005	957
