	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-77.9667	-38.8	5.0	GENERAL BELGRANO	1782
2	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
3	-69.5	159.4	5.0	LENINGRADSKAJA	2575
4	-67.667	45.85	5.0	MOLODEZNAJA	13014
5	-59.45	-27.267	5.0	CORBETA URUGUAY DN	275
6	-53.8	-67.75	5.0	RIO GRANDE AIRPORT	3267
7	-51.6333	-69.2167	5.0	RIO GALLEGOS B. A.	4526
8	-49.3522	70.2433	5.0	PORT-AUX-FRANCAIS	15904
9	-43.2333	-65.3	5.0	ALMIRANTE ZAR	1150
10	-38.7333	-62.1667	5.0	COMANDANTE ESPORA	13733
11	-38.6667	177.9833	5.0	GISBORNE AERODROME	28600
12	-35.367	-57.283	5.0	PUNTA INDIO B.A.	151
13	-34.017	22.383	5.0	GEORGE AIRPORT	4491
14	-33.033	27.833	5.0	EAST LONDON	3098
15	-32.8833	-68.85	5.0	OBSERV MENDOZA	3075
16	-31.6667	128.8667	5.0	EUCLA	12086
17	-31.35	-54.117	5.0	BAGE (AEROPORTO)	1012
18	-28.8	24.767	5.0	KIMBERLEY	9829
19	-28.25	28.3333	5.0	BETHLEHEM AIRPORT	11390
20	-26.5333	18.1167	5.0	KEETMANSHOOP	6019
21	-26.05	22.45	5.0	TSABONG	836
22	-25.2333	-57.5167	5.0	AEROPUERTO SILVIO PETTIROSSI	5464
23	-24.85	-65.4833	5.0	SALTA AERO	19838
24	-23.4372	144.2769	5.0	LONGREACH AERO	47067
25	-23.35	-149.4833	5.0	TUBUAI ISLAND	19527
26	-22.9833	14.65	5.0	WALVIS BAY AIRPORT	1174
27	-22.333	40.333	5.0	ILE EUROPA	7597
28	-22.0167	-60.6167	5.0	MARISCAL ESTIGARRIBIA	708
29	-21.233	-175.15	5.0	FUAAMOTU	5436
30	-21.2	-159.8167	5.0	RAROTONGA	23629
31	-20.567	164.283	5.0	KOUMAC	11482
32	-20.5	-29.3167	5.0	TRINDADE (ILHA)	9829
33	-20.233	169.767	5.0	ANEITYUM	125
34	-19.9061	-144.9494	5.0	HEREHERETUE	7607
35	-19.783	-47.967	5.0	UBERABA	134
36	-19.683	63.417	5.0	RODRIGUES	10891
37	-19.6422	134.1833	5.0	TENNANT CREEK AIRPORT	46728
38	-19.6	18.117	5.0	GROOTFONTEIN	4094
39	-19.28	121.5	5.0	TALGARNO	297
40	-18.3167	-59.7667	5.0	ROBORE	144
41	-18.067	-140.95	5.0	HAO	18186
42	-17.7333	-39.25	5.0	CARAVELAS	5524
43	-17.7333	139.5333	5.0	BURKETOWN	145
44	-17.7	168.3	5.0	BAUERFIELD (EFATE)	7305
45	-17.3167	123.6333	5.0	DERBY	7081
46	-17.05	42.717	5.0	ILE JUAN DE NOVA	5730
47	-16.45	-151.75	5.0	BORA-BORA	11160
48	-16.45	59.617	5.0	ST. BRANDON	5725
49	-16.333	-71.567	5.0	AREQUIPA	3138
50	-15.8878	54.5206	5.0	SERGE-FROLOW (ILE TROMELIN)	20680
51	-15.6	-56.1	5.0	CUIABA	443
52	-15.517	167.217	5.0	PEKOA AIRPORT	661
53	-15.25	23.15	5.0	MONGU	5748
54	-15.1	39.283	5.0	NAMPULA	4237
55	-14.95	-147.659	5.0	RANGIROA	5720
56	-14.95	-40.883	5.0	VITORIA DA CONQUIST	123
57	-14.933	13.567	5.0	LUBANGO	236
58	-14.4833	-145.0333	5.0	TAKAROA ATOLL	17249
59	-13.0167	-38.5167	5.0	SALVADOR	7952
60	-13.0	28.65	5.0	NDOLA	2372
61	-12.5	177.05	5.0	ROTUMA	6835
62	-11.3	-41.867	5.0	IRECE	347
63	-11.0333	-68.7833	5.0	COBIJA	222
64	-10.7	-48.4	5.0	PORTO NACIONAL	1005
65	-10.7	152.833	5.0	MISIMA ISLAND	2055
66	-10.7	165.8	5.0	SANTA CRUZ ISLAND	151
67	-10.433	56.75	5.0	AGALEGA	2514
68	-10.217	31.133	5.0	KASAMA	3135
69	-9.3833	-40.4833	5.0	PETROLINA	9393
70	-9.35	46.533	5.0	ALDABRA	143
71	-9.333	-54.967	5.0	CACHIMBO AERO	2176
72	-9.2	124.367	5.0	OE-CUSSIE	498
73	-9.1	-44.117	5.0	BOM JESUS	376
74	-9.0	-158.05	5.0	PENRHYN	8316
75	-8.55	126.567	5.0	KOMORO	6384
76	-8.367	-74.567	5.0	PUCALLPA	328
77	-7.3333	-47.4667	5.0	CAROLINA	5666
78	-7.3	72.4	5.0	DIEGO GARCIA	16326
79	-6.267	-57.733	5.0	JACAREACANGA	287
80	-5.083	32.833	5.0	TABORA AIRPORT	1062
81	-4.883	29.667	5.0	KIGOMA	112
82	-4.45	105.183	5.0	MENGGALA/ASTRA KSET	181
83	-4.1	122.433	5.0	KENDARI/WOLTER MONG	1064
84	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
85	-3.2944	-60.6283	5.0	MANACAPURU	2770
86	-3.083	-41.783	5.0	PARNAIBA	665
87	-0.9	-89.6	5.0	SAN CRISTOBAL RADIOSONDA	3825
88	1.617	18.067	5.0	IMPFONDO	986
89	1.85	-78.767	5.0	TUMACO	344
90	2.0	-157.4	5.0	CHRISTMAS ISLAND	29424
91	2.083	11.483	5.0	BITAM	483
92	3.117	35.617	5.0	LODWAR	8644
93	3.55	-76.3833	5.0	CALI/ALFONSO BONILLA ARAGON	1230
94	3.85	-159.367	5.0	FANNING ISLAND	103
95	3.883	-51.8	5.0	SAINT GEORGES	2681
96	3.933	41.867	5.0	MANDERA	3516
97	4.1917	73.5292	5.0	MALE	4090
98	4.55	-70.917	5.0	LAS GAVIOTAS	3770
99	4.6	-61.1167	5.0	SANTA ELENA DE UAIREN	813
