	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-78.4	87.583	5.0	SOVIETSKAVA	273
2	-77.7333	-41.1167	5.0	ELLSWORTH IGY	2138
3	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
4	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
5	-69.73	95.05	5.0	PIONERSKAVA	121
6	-66.27	100.73	5.0	BUNGER OASIS	548
7	-54.8	-68.3167	5.0	USHUAIA	1943
8	-53.1	73.7167	5.0	HEARD IS.(THESPIT)	2295
9	-51.7	-57.8667	5.0	STANLEY	4603
10	-36.85	174.78	5.0	AUCKLAND	2917
11	-34.58	-58.48	5.0	BUENOS AIRES	107
12	-33.6	115.4667	5.0	LUDLOW	539
13	-32.5667	148.95	5.0	WELLINGTON	948
14	-30.5167	151.65	5.0	ARMIDALE	728
15	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
16	-30.01	131.583	5.0	MARALINGA	7453
17	-27.65	152.7167	5.0	AMBERLEY	2455
18	-27.4667	-58.9833	5.0	RESISTENCIA	1200
19	-22.03	-63.68	5.0	YACUIBA	670
20	-19.28	121.5	5.0	TALGARNO	297
21	-18.9	47.5333	5.0	TANANARIVE/SCM	4211
22	-17.6833	141.0667	5.0	NORMANTON AIRPORT	229
23	-17.38	-66.17	5.0	COCHABAMBA	1502
24	-16.2667	133.3833	5.0	DALY WATERS	20570
25	-15.2167	12.1667	5.0	MOCAMEDES	1595
26	-15.03	40.67	5.0	LUMBO	2531
27	-14.45	-67.53	5.0	RURRENABAQUE	125
28	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
29	-13.55	32.583	5.0	CHIPATA	140
30	-12.37	13.53	5.0	LOBITO	100
31	-10.82	-65.37	5.0	GUAYARAMERIN	618
32	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
33	-2.2	-81.0	5.0	CHINCHIPE	601
34	5.3333	163.0167	5.0	KUSAIE/CAROLINES	1652
35	5.8833	-162.05	5.0	PALMYRA ISLAND	631
36	8.28	73.05	5.0	MALIKU	574
37	8.8667	2.6	5.0	TCHAOUROU	6364
38	10.3833	-9.3	5.0	KANKAN	11475
39	10.6833	-61.6167	5.0	TRINIDAD BWI	10395
40	11.87	-15.5	5.0	BISSAU	2569
41	13.0667	-9.4833	5.0	KITA	4283
42	13.75	-60.98	5.0	VIEUX FORT	815
43	13.9667	108.65	5.0	AN KHE (VVAK)	224
44	14.4333	-11.4333	5.0	KAYES	12798
45	14.5	-4.2	5.0	MOPTI-SEVARE	11065
46	14.8	-17.0667	5.0	THIES	3844
47	15.85	73.63	5.0	VENGURLA	121
48	16.7333	-9.6333	5.0	AIOUN ELATROUSS	4231
49	16.8167	107.0833	5.0	DONG HA	571
50	18.9167	-155.6833	5.0	MORSE FIELD	492
51	20.48	85.87	5.0	CUTTACK	318
52	22.0	120.75	5.0	467590	4646
53	22.37	-73.03	5.0	MAYAGUAN	1160
54	22.77	88.37	5.0	BARAKPUR	388
55	23.73	-99.11	5.0	CIUDAD VICTORIA	1366
56	23.8167	5.15	5.0	IN AMGUEL	144
57	24.3	118.083	5.0	CHIANGYANG	188
58	24.8333	113.5	5.0	CHU CHIANG	1393
59	25.0167	102.8333	5.0	KAN-HAI-TZU	598
60	25.2667	-76.3	5.0	ELEUTHERA ISLAND	6389
61	25.5	29.02	5.0	AL-DAKHLA	2591
62	26.9667	1.0833	5.0	AOULEF	3606
63	27.6667	98.3833	5.0	LA WANG/TZUKEI	857
64	28.37	28.93	5.0	AL-WAHAT AL-BAHRIYA	1848
65	30.483	140.3	5.0	TORISHIMA	6556
66	31.4167	-100.4	5.0	MATHIS FLD/S.ANGELO	2501
67	31.62	25.93	5.0	SIDI BARRANI	1563
68	31.933	34.833	5.0	BEER-YA AQOV TO 401790	2572
69	32.9	13.2833	5.0	WHEELUS	18584
70	33.37	43.57	5.0	AL HABBANIYAH	5634
71	35.28	139.67	5.0	YOKOSUKA	1414
72	35.3333	-94.3667	5.0	FT SMITH CAMP CHAFFEE	5244
73	36.7	119.1167	5.0	WEI HSIEN	254
74	37.4833	116.3667	5.0	TE HSIEN/TECHOW	498
75	37.85	91.65	5.0	MANGYA	1192
76	39.283	109.75	5.0	CHASAKOCHI	3515
77	39.6667	118.1167	5.0	TANG SHAN	251
78	39.8167	-82.9333	5.0	COLUMBUS LOCKBOURNE AFB	1438
79	40.97	107.17	5.0	XAMBA	1094
80	41.1167	122.95	5.0	AN SHAN	362
81	41.75	103.9667	5.0	PANG-TING-TO-TO-KAI	1057
82	41.7833	95.1333	5.0	XING-XING-XIA	122
83	42.2333	-83.5333	5.0	YPSILANTI	1210
84	42.5833	-100.0	5.0	AINSWORTH AAF	1523
85	42.9167	-106.3333	5.0	CASPER WYO	10206
86	43.5833	-119.05	5.0	BURNS	7351
87	44.05	43.03	5.0	PJATIGORSK	230
88	46.18	45.35	5.0	YASHKUL	3336
89	46.22	122.05	5.0	ULANHOT	2278
90	46.5667	-87.4	5.0	MARQUETTE	8748
91	46.817	130.333	5.0	CHIAMUSSU	2815
92	46.85	1.7167	5.0	CHATEAUROUX	5082
93	46.85	151.8667	5.0	SIMUSIR	4608
94	47.0	-15.0	5.0	WEATHERSHIP K CIRRUS	477
95	47.3	-54.0	5.0	ARGENTIA	11299
96	47.6667	-117.3333	5.0	SPOKANE (FELTS FIELD)	7917
97	47.95	-97.4	5.0	GRAND FORKS AFB	517
98	48.15	-103.5833	5.0	WILLISTON	6342
99	48.65	144.75	5.0	M. TERPENIYA (FL)	7763
100	48.7	-8.9167	5.0	ENVIRONM BUOY 62027	215
101	49.6	34.55	5.0	POLTAVA	634
102	50.1	14.2833	5.0	PRAHA/RUZYNE	8770
103	50.28	-64.17	5.0	MINGAN	632
104	50.28	21.43	5.0	MIELEC	738
105	51.1333	71.3667	5.0	CELINOGRAD	167
106	51.1833	40.7	5.0	KAMENNAYA STEP NO2	6225
107	52.05	29.25	5.0	MOZYR (AMOS)	6912
108	52.8	173.16	5.0	ATTU ISLAND	3463
