	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-78.4	87.583	5.0	SOVIETSKAVA	273
2	-77.7333	-41.1167	5.0	ELLSWORTH IGY	2138
3	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
4	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
5	-69.73	95.05	5.0	PIONERSKAVA	121
6	-66.27	100.73	5.0	BUNGER OASIS	548
7	-54.8	-68.3167	5.0	USHUAIA	1943
8	-53.1	73.7167	5.0	HEARD IS.(THESPIT)	2295
9	-51.7	-57.8667	5.0	STANLEY	4603
10	-42.8833	147.3333	5.0	HOBART	1774
11	-42.2	145.05	5.0	GEOGERTOWN	2980
12	-36.85	174.78	5.0	AUCKLAND	2917
13	-34.58	-58.48	5.0	BUENOS AIRES	107
14	-33.6	115.4667	5.0	LUDLOW	539
15	-32.5667	148.95	5.0	WELLINGTON	948
16	-30.5167	151.65	5.0	ARMIDALE	728
17	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
18	-30.01	131.583	5.0	MARALINGA	7453
19	-27.65	152.7167	5.0	AMBERLEY	2455
20	-27.4667	-58.9833	5.0	RESISTENCIA	1200
21	-22.03	-63.68	5.0	YACUIBA	670
22	-19.28	121.5	5.0	TALGARNO	297
23	-18.9	47.5333	5.0	TANANARIVE/SCM	4211
24	-17.6833	141.0667	5.0	NORMANTON AIRPORT	229
25	-17.38	-66.17	5.0	COCHABAMBA	1502
26	-16.2667	133.3833	5.0	DALY WATERS	20570
27	-15.2167	12.1667	5.0	MOCAMEDES	1595
28	-14.45	-67.53	5.0	RURRENABAQUE	125
29	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
30	-13.55	32.583	5.0	CHIPATA	140
31	-12.37	13.53	5.0	LOBITO	100
32	-10.82	-65.37	5.0	GUAYARAMERIN	618
33	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
34	-2.2	-81.0	5.0	CHINCHIPE	601
35	5.3333	163.0167	5.0	KUSAIE/CAROLINES	1652
36	5.8833	-162.05	5.0	PALMYRA ISLAND	631
37	8.28	73.05	5.0	MALIKU	574
38	8.8667	2.6	5.0	TCHAOUROU	6364
39	10.3833	-9.3	5.0	KANKAN	11475
40	10.6833	-61.6167	5.0	TRINIDAD BWI	10395
41	11.3	167.48	5.0	RONGERIK	145
42	11.52	165.55	5.0	BIKINI	294
43	11.87	-15.5	5.0	BISSAU	2569
44	12.98	74.88	5.0	MANGALORE/MANGALURU	3322
45	13.0667	-9.4833	5.0	KITA	4283
46	13.75	-60.98	5.0	VIEUX FORT	815
47	13.9667	108.65	5.0	AN KHE (VVAK)	224
48	14.4333	-11.4333	5.0	KAYES	12798
49	14.5	-4.2	5.0	MOPTI-SEVARE	11065
50	14.8	-17.0667	5.0	THIES	3844
51	15.15	76.95	5.0	BELLARY	989
52	15.58	32.55	5.0	AL-KHARTUM	3020
53	15.85	73.63	5.0	VENGURLA	121
54	16.7333	-9.6333	5.0	AIOUN ELATROUSS	4231
55	16.8167	107.0833	5.0	DONG HA	571
56	17.68	83.35	5.0	WALTAIR	3498
57	17.7	-64.8	5.0	ST CROIX (BENEDICT FIELD)	346
58	18.9	72.82	5.0	COLABA	973
59	18.9167	-155.6833	5.0	MORSE FIELD	492
60	19.05	-69.3833	5.0	SABANA DE LA MAR	4059
61	20.48	85.87	5.0	CUTTACK	318
62	20.57	74.53	5.0	MALEGAON	2563
63	21.47	83.98	5.0	SAMBALPUR	4315
64	22.0	120.75	5.0	467590	4646
65	22.25	91.82	5.0	CHATTAGRAM	1629
66	22.37	-73.03	5.0	MAYAGUAN	1160
67	23.1	-82.43	5.0	VILLA SAN CRISTOBAL DE LA HABA	882
68	23.28	69.67	5.0	BHUJ	1679
69	23.6	58.55	5.0	BAIT AL FALAJ	4268
70	23.62	90.05	5.0	DACCA	3646
71	23.73	-99.11	5.0	CIUDAD VICTORIA	1366
72	23.8167	5.15	5.0	IN AMGUEL	144
73	24.3	118.083	5.0	CHIANGYANG	188
74	24.8333	113.5	5.0	CHU CHIANG	1393
75	25.0167	102.8333	5.0	KAN-HAI-TZU	598
76	25.05	73.88	5.0	KANKROLI/RAJSAMAND	1612
77	25.13	62.32	5.0	GWADAR	4276
78	25.25	55.37	5.0	SHARJAH	2477
79	25.2667	-76.3	5.0	ELEUTHERA ISLAND	6389
80	25.5	29.02	5.0	AL-DAKHLA	2591
81	25.77	87.52	5.0	PURNEA	179
82	25.88	89.43	5.0	LALMANIR HAT	407
83	26.3667	-80.1	5.0	BOCA RATON (AAF)	1394
84	26.45	74.73	5.0	AJMER	3098
85	26.6167	-78.3667	5.0	GOLD ROCK CREEK	13583
86	26.67	92.82	5.0	TEZPUR	4754
87	26.9667	1.0833	5.0	AOULEF	3606
88	27.05	88.3	5.0	DARJEELING	116
89	27.2	31.12	5.0	ASYUT	4165
90	27.5333	-99.4833	5.0	LAREDO	5690
91	27.6667	98.3833	5.0	LA WANG/TZUKEI	857
92	27.7	68.92	5.0	SUKKUR	668
93	28.37	28.93	5.0	AL-WAHAT AL-BAHRIYA	1848
94	28.63	77.2	5.0	NEW DEHLI	2068
95	28.7667	-97.1167	5.0	VICTORIA (ALOE AAF)	198
96	29.2833	-94.85	5.0	GALVESTON (FORT CROCKETT)	597
97	30.05	-102.2167	5.0	DRYDEN AAF	854
98	30.3667	-104.0167	5.0	MARFA MUNI (AMOS)	5463
99	30.483	140.3	5.0	TORISHIMA	6556
100	30.5333	-91.15	5.0	BATON ROUGE (HARDING FIELD)	1485
101	31.08	77.18	5.0	SHIMLA	728
102	31.11	29.8	5.0	DEKHEILA/AL DAKHELA	527
103	31.25	32.3	5.0	BUR SAID	3793
104	31.4167	-100.4	5.0	MATHIS FLD/S.ANGELO	2501
105	31.5167	-103.1333	5.0	PYOTE (AFB)	1395
106	31.62	25.93	5.0	SIDI BARRANI	1563
107	31.62	74.4	5.0	LAHORE	12639
108	31.933	34.833	5.0	BEER-YA AQOV TO 401790	2572
109	32.2333	-101.5	5.0	BIG SPRING	13868
