	latitude	longitude	radius	station	records
0	-22.0167	-60.6167	5	MARISCAL ESTIGARRIBIA	708
1	-18.3167	-59.7667	5	ROBORE	144
2	-12.15	-77.0	5	LAS PALMAS	389
3	-11.0333	-68.7833	5	COBIJA	222
4	-5.2	-80.6	5	PIURA	919
5	-3.7333	-73.25	5	MORONA	691
6	8.3333	80.4167	5	ANURADHAPURA	612
7	16.1667	-95.1667	5	SALINA CRUZ	556
8	18.633	-91.833	5	CUIDAD DEL CARMEN	185
9	22.283	-97.85	5	TAMPICO	165
10	25.2667	63.4833	5	PASNI	119
11	25.617	-109.05	5	TOPOLOBAMPO	251
12	29.0333	66.5833	5	KALAT	172
13	45.417	-91.767	5	RICE LAKE RGNL CARLS	581
14	49.7167	-124.9	5	COMOX A	104
15	51.55	12.0667	5	OPPIN	3700
16	71.317	-156.617	5	SANDIA LAB. D	523
