	latitude	longitude	radius	station	records
0	-25.783	25.533	5.0	MAFIKENG WO	1154
1	-15.6	-56.1	5.0	CUIABA	443
2	-10.7	165.8	5.0	SANTA CRUZ ISLAND	151
3	-9.2	124.367	5.0	OE-CUSSIE	498
4	4.317	21.183	5.0	MOBAYE	150
5	15.117	145.733	5.0	SAIPAN/ISLEY (CGS)	7992
6	15.383	44.2	5.0	SANAA	551
7	33.15	130.3	5.0	SAGA AIRPORT	499
8	36.767	126.467	5.0	SEOSAN	566
9	36.95	8.75	5.0	TABARKA	4939
10	45.15	29.667	5.0	SULINA	178
11	45.817	-73.433	5.0	LASSOMPTION CDA	104
12	45.833	24.933	5.0	FAGARAS	154
13	47.567	-59.15	5.0	PORT-AUX-BASQUES	2303
14	51.842000000000006	-107.95	5.6	KINDERSLEY ARPT,SASKATOON DIEFENBAKE	3223
15	54.38349056603773	-2.6188679245283017	5.9	ESKDALEMUIR,SHAWBURY,LEEMING	1571
