	latitude	longitude	radius	station	records
0	-80.017	-119.533	5.0	BYRD STN	7679
1	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
2	-78.4	87.583	5.0	SOVIETSKAVA	273
3	-78.2	-162.25	5.0	LITTLE AMERICA	1612
4	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
5	-72.3	170.2167	5.0	ADARE HALLETT	4373
6	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
7	-69.73	95.05	5.0	PIONERSKAVA	121
8	-66.27	100.73	5.0	BUNGER OASIS	548
9	-65.25	-64.2667	5.0	FARADAY	10141
10	-63.4667	-56.2833	5.0	PETREL NAS	1654
11	-60.75	-44.7167	5.0	ISLAS ORCADAS (MET)	8699
12	-59.45	-27.267	5.0	CORBETA URUGUAY DN	275
13	-51.6333	-69.2167	5.0	RIO GALLEGOS B. A.	4526
14	-43.2333	-65.3	5.0	ALMIRANTE ZAR	1150
15	-39.467	175.683	5.0	WAIOURU	2309
16	-37.017	174.8	5.0	AUCKLAND AIRPORT	23125
17	-32.8833	-68.85	5.0	OBSERV MENDOZA	3075
18	-31.35	-54.117	5.0	BAGE (AEROPORTO)	1012
19	-30.01	131.583	5.0	MARALINGA	7453
20	-28.567	16.533	5.0	KORTDOORN/ALEXANDER	11144
21	-27.4667	-58.9833	5.0	RESISTENCIA	1200
22	-25.733	28.183	5.0	PRETORIA-EENDRACHT	3937
23	-25.55	45.533	5.0	FAUX-CAP	549
24	-24.667	25.917	5.0	GABORONE	695
25	-23.867	35.383	5.0	INHAMBANE	4808
26	-22.8	47.833	5.0	FARAFANGANA	2385
27	-22.483	17.467	5.0	HOSEA KUTAKO INTL A	7483
28	-21.75	43.367	5.0	MOROMBE	1328
29	-21.6333	115.1167	5.0	ONSLOW	25950
30	-21.333	55.483	5.0	ST. PIERRE/FONDS	5723
31	-20.7667	-138.55	5.0	TUREIA	271
32	-20.233	169.767	5.0	ANEITYUM	125
33	-19.783	-47.967	5.0	UBERABA	134
