	latitude	longitude	radius	station	records
0	-33.6	115.4667	5.0	LUDLOW	539
1	-32.5667	148.95	5.0	WELLINGTON	948
2	-30.5167	151.65	5.0	ARMIDALE	728
3	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
4	-22.03	-63.68	5.0	YACUIBA	670
5	-17.38	-66.17	5.0	COCHABAMBA	1502
6	-14.45	-67.53	5.0	RURRENABAQUE	125
7	-13.55	32.583	5.0	CHIPATA	140
8	-10.82	-65.37	5.0	GUAYARAMERIN	618
9	-2.2	-81.0	5.0	CHINCHIPE	601
10	8.28	73.05	5.0	MALIKU	574
11	12.98	74.88	5.0	MANGALORE/MANGALURU	3322
12	15.15	76.95	5.0	BELLARY	989
13	15.85	73.63	5.0	VENGURLA	121
14	17.68	83.35	5.0	WALTAIR	3498
15	17.7	-64.8	5.0	ST CROIX (BENEDICT FIELD)	346
16	18.9	72.82	5.0	COLABA	973
17	18.9167	-155.6833	5.0	MORSE FIELD	492
18	20.48	85.87	5.0	CUTTACK	318
19	20.57	74.53	5.0	MALEGAON	2563
20	21.47	83.98	5.0	SAMBALPUR	4315
21	22.25	91.82	5.0	CHATTAGRAM	1629
22	23.1	-82.43	5.0	VILLA SAN CRISTOBAL DE LA HABA	882
23	23.28	69.67	5.0	BHUJ	1679
24	23.6	58.55	5.0	BAIT AL FALAJ	4268
25	23.62	90.05	5.0	DACCA	3646
26	24.83	92.85	5.0	SILCHAR	1477
27	25.05	73.88	5.0	KANKROLI/RAJSAMAND	1612
28	25.13	62.32	5.0	GWADAR	4276
29	25.25	55.37	5.0	SHARJAH	2477
30	25.77	87.52	5.0	PURNEA	179
31	25.88	89.43	5.0	LALMANIR HAT	407
32	26.3667	-80.1	5.0	BOCA RATON (AAF)	1394
33	26.45	74.73	5.0	AJMER	3098
34	26.67	92.82	5.0	TEZPUR	4754
35	27.05	88.3	5.0	DARJEELING	116
36	27.5333	-99.4833	5.0	LAREDO	5690
37	27.7	68.92	5.0	SUKKUR	668
38	28.63	77.2	5.0	NEW DEHLI	2068
39	28.7667	-97.1167	5.0	VICTORIA (ALOE AAF)	198
40	29.2833	-94.85	5.0	GALVESTON (FORT CROCKETT)	597
41	30.05	-102.2167	5.0	DRYDEN AAF	854
42	30.5333	-91.15	5.0	BATON ROUGE (HARDING FIELD)	1485
43	31.08	77.18	5.0	SHIMLA	728
44	31.5167	-103.1333	5.0	PYOTE (AFB)	1395
45	32.2333	-101.5	5.0	BIG SPRING	13868
46	32.35	-88.65	5.0	MERIDIAN (KEY FIELD)	2282
47	32.5167	-92.05	5.0	MONROE (SELMAN FIELD)	2178
48	33.6	-114.75	5.0	BLYTHE	2084
49	33.6333	-88.45	5.0	COLUMBUS AAF	401
50	33.7167	-96.6667	5.0	SHERMAN PERRIN FIELD	1179
51	33.98	-98.5	5.0	WICHITA FALLS	113
52	34.05	-6.7667	5.0	RABAT	612
53	34.25	108.93	5.0	SIAN	196
54	34.3833	-103.3167	5.0	CLOVIS AAF	2127
55	35.75	-95.3667	5.0	MUSKOGEE (HATBOX FIELD/AAF)	3078
56	35.9667	-83.9167	5.0	KNOXVILLE (ISLAND AIRPORT)	5122
57	36.0333	-102.5333	5.0	DALHART	2180
58	36.75	-104.5	5.0	RATON	5905
59	36.77	3.05	5.0	ALGER	2691
60	37.3333	-79.2	5.0	LYNCHBURG	4148
61	37.47	15.07	5.0	CATANIA	912
62	37.78	12.45	5.0	MARSALA	112
63	37.8	-113.9	5.0	MODENA	20748
64	38.2333	-104.6333	5.0	PUEBLO	11332
65	38.72	-9.15	5.0	LISBOA/GEOFISICO	669
66	38.7667	-87.6167	5.0	LAWRENCEVILLE GEORGE FIELD	1385
67	38.9	-99.1167	5.0	VICTORIA (WALKER AAF)	1289
68	39.7167	-104.9	5.0	DENVER (LOWRY FIELD)	878
69	39.8333	-89.6667	5.0	SPRINGFIELD	11873
70	39.9	116.47	5.0	PEIPING	701
71	41.0333	-81.4833	5.0	AKRON	11543
72	41.1167	-111.9667	5.0	OGDEN (HILL AFB)	362
73	41.3333	-96.2667	5.0	DREXEL	2667
74	41.45	-90.5167	5.0	MOLINE	21497
75	41.6	-109.0667	5.0	ROCK SPRINGS	20297
76	42.1	-102.8333	5.0	ALLIANCE AAF	611
77	42.5833	-100.0	5.0	AINSWORTH AAF	1523
78	42.9167	-112.5333	5.0	POCATELLO	11754
79	42.9167	-106.3333	5.0	CASPER WYO	10206
80	42.95	-87.9	5.0	MILWAUKEE WI AIRPORT	11003
81	43.5833	-119.05	5.0	BURNS	7351
82	43.9333	-91.2833	5.0	LA CROSSE	9613
83	44.2667	-71.3	5.0	MOUNT WASHINGTON	506
84	44.62	33.53	5.0	SEWASTOPOL	723
85	44.9333	-93.0667	5.0	ST PAUL	17907
86	45.0667	-83.4333	5.0	ALPENA	9221
87	45.9667	-112.5	5.0	BUTTE	12098
88	46.5667	-87.4	5.0	MARQUETTE	8748
89	47.0	-15.0	5.0	WEATHERSHIP K CIRRUS	477
90	47.6667	-117.3333	5.0	SPOKANE (FELTS FIELD)	7917
91	48.02	7.83	5.0	FREIBURG	1516
92	48.15	-103.5833	5.0	WILLISTON	6342
93	48.5667	-109.6667	5.0	HAVRE	20218
94	48.85	2.33	5.0	PARIS	270
95	48.95	-97.25	5.0	PEMBINA	2575
96	49.6	34.55	5.0	POLTAVA	634
97	49.75	6.98	5.0	TRIER	220
98	50.28	-64.17	5.0	MINGAN	632
99	51.02	11.03	5.0	ERFURT	465
100	51.12	17.03	5.0	WROCLAW	146
101	51.9833	177.5667	5.0	KISKA ISLAND	308
102	53.38	-167.9	5.0	UMNAK ISLAND	2799
103	54.62	-113.33	5.0	MEANOOK	101
104	55.35	-131.65	5.0	KETCHIKAN	5932
105	56.8	60.6	5.0	SWERDLOWSK	171
106	59.68	30.45	5.0	SLUTSK	186
107	59.78	21.37	5.0	UTO	674
108	59.97	11.03	5.0	KJELLER	1688
109	60.2	-166.1	5.0	NUNIVAK AAF	100
110	60.38	5.33	5.0	BERGEN	179
111	60.4833	-145.5	5.0	CORDOVA	2276
112	61.08	-69.55	5.0	CAPE HOPES ADVANCE STATION	661
113	61.25	-149.8	5.0	ANCHORAGE ELMENDORF FIELD	223
114	62.1167	-163.75	5.0	MOUNTAIN VILLAGE	147
115	63.12	23.08	5.0	KAUHAVA	611
116	63.32	30.5	5.0	LIEKSA	148
117	63.3333	-149.15	5.0	SUMMIT	2843
118	63.43	-51.18	5.0	MARRAK POINT	353
119	63.5	-90.7	5.0	CHESTERFIELD INLET	472
120	63.9	-160.7833	5.0	UNALAKLEET	1191
121	64.13	-21.9	5.0	REYKJAVIK	270
122	64.22	27.73	5.0	KAJAANI	181
123	64.7167	-156.9	5.0	GALENA	571
124	65.6167	-168.05	5.0	WALES	863
125	65.93	-36.68	5.0	IKATEQ	111
126	67.0	-50.8	5.0	KANGERLUSSUAK	3155
127	68.35	-166.7833	5.0	POINT HOPE	425
128	68.47	17.5	5.0	NARVIK	128
129	69.3667	-152.1333	5.0	UMIAT	611
130	71.17	-24.4	5.0	OSTSTATION	106
131	77.72	104.28	5.0	MYS CHELIUSKINA	657
132	-78.535	-163.865	5.6	LITTLE AMERICA I,LITTLE AMERICA	1172
133	18.13335	-66.81665000000001	5.6	PONCE LOSEY FIELD,MAYAGUEZ	4877
134	21.457852830188678	-157.73334905660377	5.9	KAHUKU AAB,MOLOKAI HOMESTEAD FIELD,HONOLULU HICKAM FIELD	4717
135	22.55075471698113	88.32773584905661	5.9	BARAKPUR,DIAMOND HARBOUR,ALIPORE	5335
136	26.21947924528302	-97.95818490566039	5.9	MISSION (MOORE FIELD),BROWNSVILLE (FORT BROWN),HARLINGEN AAF	4611
137	29.201250943396232	-100.66759433962265	5.9	DEL RIO TEXAS,EAGLE PASS (AAF),BRACKETTVILLE (FORT CLARK)	18583
138	29.523937735849056	-89.7761075471698	5.9	BURRWOOD,NEW ORLEANS,NEW ORLEANS (AAB)	26145
139	29.825777358490566	-98.0408962264151	5.9	AUSTIN (BERGSTROM FIELD),SAN ANTONIO FORT SAM HOUSTON,SAN ANTONIO RANDOLPH AFB	2349
140	31.116650000000003	-92.83335	5.6	DE RIDDER (AFB),ALEXANDRIA (ESLER FIELD)	2281
141	31.05	-83.45	5.6	VALDOSTA MOODY AFB,MOULTRIE SPENCE FIELD	3706
142	31.9	-109.15835	5.6	DOUGLAS (AAF),LORDSBURG AAF	3161
143	32.183299999999996	-97.01669999999999	5.6	WACO (JAMES CONNALLY AFB),DALLAS HENSLEY FIELD	1049
144	32.4667	-80.8833	5.6	SAVANNAH HUNTER AFB,WALTERBORO AAF	2472
145	32.016649056603775	-107.0254962264151	5.9	DEMING AAF,EL PASO (FORT BLISS),EL PASO (BIGGS AFB)	3295
146	32.875	-104.39165	5.6	CARLSBAD AAF,ROSWELL	13175
147	32.975	-93.83335	5.6	SHREVEPORT BARKSDALE AFB,TEXARKANA	15199
148	32.88804150943397	-90.33424339622641	5.9	GREENWOOD AAF,JACKSON (AAB),VICKSBURG	6131
149	34.01131886792453	-78.20377358490566	5.9	WILMINGTON (NEW HANOVER AP),MYRTLE BEACH AAF,OAK ISLAND	4685
150	35.475	-89.69165000000001	5.6	MEMPHIS,DYERSBURG AAF	24717
151	37.333299999999994	-77.00835	5.6	NEWPORT NEWS (FORT EUSTIS),RICHMOND CITY	13645
152	38.59165	-90.025	5.6	BELLEVILLE SCOTT FIELD,ST LOUIS	11113
153	38.925	-94.075	5.6	KNOBNOSTER SEDALIA AFB,KANSAS CITY	28337
154	39.0	-96.2167	5.6	TOPEKA (FORBES AFB),MARSHALL FIELD FORT RILEY	5549
155	39.503771698113205	-79.26542452830188	5.9	CUMBERLAND,ELKINS,UNIONTOWN BURGESS FIELD	10905
156	40.541700000000006	-122.35835000000002	5.6	REDDING (AAF),REDDING	18308
157	41.65	-87.88335	5.6	JOLIET,CHICAGO UNIVERSITY	8613
158	42.316649999999996	-83.26665	5.6	YPSILANTI,DETROIT	19474
159	42.56919811320754	-76.38995283018869	5.9	SYRACUSE,BINGHAMTON,ELMIRA	22902
160	46.87042452830188	-119.8299075471698	5.9	ELLENSBURG,PASCO,MOSES LAKE (LARSON AFB)	15723
161	60.725	27.8	5.6	SUUR-MERIJOKI,UTTI	1048
162	26.9208	-82.1375	6.2	FORT MYERS (PAIGE FIELD),FORT MYERS (BUCKINGHAM AAF),VENICE (AAF),SARASOTA AAF	3590
163	28.344478129614437	-81.60077299425758	6.5	ORLANDO (PINECASTLE AAF),ORLANDO (AAB),LEESBURG (AAF),SEBRING HENDRICKS FIELD,TAMPA MACDILL FIELD	5324
164	30.799999999999994	-85.21664999999999	6.2	PANAMA CITY (TYNDALL FIELD),MARIANNA (AAF),BAINBRIDGE AAF,DOTHAN (NAPIER FIELD)	4991
165	30.745825000000004	-88.616675	6.2	BILOXI (KEESLER AFB),MOBILE (BROOKLEY AFB),MOBILE,HATTIESBURG	14837
166	32.575	-84.28750000000001	6.2	ALBANY TURNER FIELD,FORT BENNING LAWSON AAF,MACON COCHRAN FIELD,ATLANTA	30839
167	32.408325	-86.33749999999999	6.2	SELMA CRAIG AFB,MONTGOMERY (MAXWELL FIELD),MONTGOMERY (GUNTER FIELD),TUSKEGEE (AAF)	8380
168	33.30415	-111.87085	6.2	COOLIDGE (AAF),CHANDLER (WILLIAMS FIELD),PHOENIX,PHOENIX (LUKE FIELD)	27621
169	35.28704330357143	-85.99805625	6.5	CHATTANOOGA,COURTLAND (AAF),TULLAHOMA WILLIAM NORTHERN AAF,MURFREESBORO,SMYRNA SEWART AFB	17407
170	34.572333050847455	-81.72584745762711	6.8	SPARTANBURG,CHARLOTTE MORRIS FIELD,AUGUSTA DANIEL FIELD,COLUMBIA AAB,DUE WEST,GREENVILLE DONALDSON AFB	31679
171	35.19421007328862	-119.19732386558549	7.1	LEMOORE,BAKERSFIELD,BAKERSFIELD (MINTER FIELD),OXNARD (FLIGHT STRIP),BURBANK,LEBEC,TAFT (GARDNER FIELD)	31763
172	38.760305430680894	-85.82003378178834	6.5	LOUISVILLE,LOUISVILLE (BOWMAN FIELD),INDIANAPOLIS STOUT FIELD,MADISON JEFFERSON PRVGR,SEYMOUR FREEMAN FIELD	14034
173	39.704175	-83.60832500000001	6.2	CINCINNATI (LUNKEN AIRPORT),DAYTON MCCOOK FIELD,COLUMBUS LOCKBOURNE AFB,COLUMBUS	39753
174	47.67915000000001	-122.60414999999999	6.2	TACOMA (MCCHORD AFB),SEATTLE (BOEING FIELD),EVERETT (PAINE FIELD),PORT ANGELES	22321
175	33.73210997429157	-117.28692198717161	7.699999999999999	SAN DIEGO (LINDBERGH FIELD),MOUNT LAGUNA,VICTORVILLE (GEORGE AFB),THERMAL (AAF),PALM SPRINGS (AAF),LOMITA (AAF),RIVERSIDE (MARCH AFB),SAN BERNARDINO (NORTON AFB),GLENDALE	15164
176	37.903360742637894	-121.80208447578691	7.699999999999999	SALINAS (AAB),HOLLISTER,STOCKTON (FIELD),SAN RAFAEL (HAMILTON AFB),SANTA ROSA (AAF),SAN FRANCISCO,SAN FRANCISCO CRISSY FIELD,SACRAMENTO (MATHER AFB),AUBURN	9815
177	39.95460673502872	-76.92389046759638	8.0	CAMP SPRINGS (ANDREWS AFB),WASHINGTON (BOLLING FIELD),READING AAF,DOVER (AAF),EDGEWOOD,MIDDLETOWN OLMSTED AFB,HARRISBURG,KYLERTOWN,PHILIPSBURG,BELLEFONTE	38265
178	40.383325	-74.20208749999999	7.4	WILMINGTON (NEW CASTLE AAB),CAMDEN,SPRING LAKE BELMAR,FT. MONMOUTH,STATEN ISLAND MILLER FIELD,NEWARK,NEW YORK UNIVERSITY,WESTHAMPTON SUFFOLK COUNTY AAF	16809
179	42.01894255585771	-71.8098191815287	7.699999999999999	FISHERS ISLAND FORT H G WRIGHT,POINT JUDITH,HARTFORD,WINDSOR LOCKS/BRADLEY FIELD,CHICOPEE FALLS (WESTOVER AFB),BEDFORD HANSCOM AP,MANCHESTER (GRENIER FIELD),NORTH TRURO,CAMBRIDGE MIT	20472
