	latitude	longitude	radius	station	records
0	-78.4	87.583	5.0	SOVIETSKAVA	273
1	-78.2	-162.25	5.0	LITTLE AMERICA	1612
2	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
3	-69.73	95.05	5.0	PIONERSKAVA	121
4	-66.27	100.73	5.0	BUNGER OASIS	548
5	-53.1	73.7167	5.0	HEARD IS.(THESPIT)	2295
6	-42.8833	147.3333	5.0	HOBART	1774
7	-42.2	145.05	5.0	GEOGERTOWN	2980
8	-36.85	174.78	5.0	AUCKLAND	2917
9	-34.58	-58.48	5.0	BUENOS AIRES	107
10	-33.6	115.4667	5.0	LUDLOW	539
11	-32.5667	148.95	5.0	WELLINGTON	948
12	-30.5167	151.65	5.0	ARMIDALE	728
13	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
14	-27.65	152.7167	5.0	AMBERLEY	2455
15	-22.03	-63.68	5.0	YACUIBA	670
16	-17.6833	141.0667	5.0	NORMANTON AIRPORT	229
17	-17.38	-66.17	5.0	COCHABAMBA	1502
18	-14.95	40.67	5.0	MOSSURIL	3085
19	-14.45	-67.53	5.0	RURRENABAQUE	125
20	-13.55	32.583	5.0	CHIPATA	140
21	-12.37	13.53	5.0	LOBITO	100
22	-10.82	-65.37	5.0	GUAYARAMERIN	618
23	-2.2	-81.0	5.0	CHINCHIPE	601
24	5.3333	163.0167	5.0	KUSAIE/CAROLINES	1652
25	8.28	73.05	5.0	MALIKU	574
26	8.8667	2.6	5.0	TCHAOUROU	6364
27	10.3667	-12.0833	5.0	MAMOU	2746
28	10.3833	-9.3	5.0	KANKAN	11475
29	10.83	106.97	5.0	AN LOC	585
30	11.3	167.48	5.0	RONGERIK	145
31	11.3167	-12.3	5.0	LABE	3485
32	11.52	165.55	5.0	BIKINI	294
33	12.98	74.88	5.0	MANGALORE/MANGALURU	3322
34	13.0667	-9.4833	5.0	KITA	4283
35	13.75	-60.98	5.0	VIEUX FORT	815
36	14.4333	-11.4333	5.0	KAYES	12798
37	14.5	-4.2	5.0	MOPTI-SEVARE	11065
38	14.8	-17.0667	5.0	THIES	3844
39	15.15	76.95	5.0	BELLARY	989
40	15.58	32.55	5.0	AL-KHARTUM	3020
