	date	temp
0	1948.1563997262149	264.95
1	1948.159137577002	265.95
2	1948.1673511293634	270.65
3	1948.966803559206	258.95
4	1950.0700433493041	264.95
5	1957.8850102669405	275.15
6	1957.886379192334	270.15
7	1957.8870636550307	269.15
8	1958.069815195072	264.15
9	1958.0711841204654	265.15
10	1958.072553045859	261.15
11	1958.88295687885	271.15
12	1958.8843258042436	271.15
13	1958.8856947296372	271.15
14	1959.107460643395	262.95
15	1959.1088295687885	264.95
16	1959.1129363449693	267.35
17	1959.1225188227243	270.65
18	1964.006844626968	274.05
19	1967.0800821355235	
20	1968.0136892539356	275.95
21	1970.2094455852157	275.95
22	1970.7830253251198	275.35
23	1970.7857631759068	274.35
24	1972.8446269678302	281.35
25	1972.971937029432	267.85
26	1972.9726214921286	267.65
27	1972.9733059548255	274.35
28	1972.9739904175221	270.65
29	1972.9856262833675	269.65
30	1972.9863107460644	266.25
31	1972.986995208761	267.45
32	1972.987679671458	265.25
33	1972.9883641341546	262.85
34	1972.9897330595481	268.25
35	1972.991101984942	265.65
36	1972.993839835729	264.85
37	1972.9952087611225	271.65
38	1972.996577686516	269.65
39	1972.9979466119096	273.15
40	1972.9993155373031	267.25
41	1976.101300479124	256.55
42	1976.1444216290213	268.15
43	1976.145106091718	267.05
44	1976.1457905544148	263.65
45	1976.1464750171115	271.25
46	1976.1471594798084	268.35
47	1976.1478439425052	264.05
48	1977.009582477755	267.05
49	1977.0102669404519	264.65
50	1977.0109514031485	262.65
51	1977.0116358658454	269.05
52	1977.9418206707735	262.05
53	1977.9425051334701	265.25
54	1977.943189596167	263.45
55	1977.943874058864	262.45
56	1977.9445585215606	264.45
57	1977.9452429842574	265.25
58	1979.1362080766598	270.05
59	1979.1375770020534	265.25
60	1980.1437371663244	270.25
61	1980.1444216290213	270.05
62	1980.145106091718	268.05
63	1980.1457905544148	268.05
64	1980.1464750171115	271.05
65	1981.0746064339494	265.05
66	1981.075290896646	265.25
67	1981.075975359343	264.25
68	1981.0766598220398	262.05
69	1982.8240930869267	284.35
70	1982.8247775496236	281.55
71	1982.8254620123203	278.55
72	1983.9164955509925	265.25
73	1983.9171800136892	263.85
74	1983.917864476386	260.05
75	1983.918548939083	259.05
76	1984.8247775496236	284.35
77	1985.8795345653662	268.05
78	1985.880219028063	267.45
79	1985.8809034907597	265.05
80	1987.8186173853526	274.55
81	1987.8193018480492	272.05
82	1987.8199863107461	270.05
83	1987.8206707734428	276.15
84	1988.1211498973305	271.05
85	1989.110198494182	276.95
86	1989.1108829568789	273.55
87	1989.1115674195757	271.25
88	1989.9158110882956	270.85
89	1990.1998631074607	278.45
90	1990.2012320328543	273.15
91	1990.2039698836413	277.35
92	1990.2053388090349	287.55
93	1990.2067077344284	280.15
94	1991.04038329911	269.65
95	1991.7864476386037	289.75
96	1991.9383983572895	263.65
97	1991.939767282683	266.05
98	1992.0547570157426	260.65
99	1992.056125941136	265.05
100	1992.0574948665299	260.85
101	1992.060232717317	263.05
102	1992.0616016427105	265.45
103	1992.1848049281314	276.95
104	1992.186173853525	272.05
105	1992.981519507187	269.85
106	1992.9828884325805	263.45
107	1993.0020533880904	255.65
108	1993.003422313484	259.75
109	1993.006160164271	263.05
110	1993.008898015058	264.25
111	1993.0102669404519	259.65
112	1993.0116358658454	265.05
113	1993.013004791239	262.25
114	1993.1143052703628	267.25
115	1993.1156741957564	271.65
116	1993.1238877481178	267.85
117	1997.956194387406	256.45
118	1998.8884325804243	261.85
119	2005.1047227926078	270.05
120	2006.0616016427105	251.45
121	2015.2032854209447	277.15
122	2015.9945242984256	265.05
