	date	temp
0	1951.083162217659	251.95
1	1951.0859000684463	252.95
2	1951.0886379192334	248.65
3	1951.0913757700205	245.65
4	1951.0941136208078	255.35
5	1951.0968514715948	254.65
6	1951.099589322382	248.95
7	1951.102327173169	245.95
8	1951.1050650239563	239.65
9	1951.1078028747434	235.15
10	1951.1132785763175	243.35
11	1951.1160164271048	257.95
12	1951.121492128679	253.35
13	1951.1242299794662	247.95
14	1951.1297056810404	243.65
15	1951.1324435318274	242.95
16	1951.1351813826147	242.95
17	1951.1379192334018	244.65
18	1951.140657084189	250.35
19	1951.1488706365503	247.95
20	1951.1516084873374	250.65
21	1951.1543463381245	255.35
22	1951.1570841889118	258.35
23	1951.1598220396988	261.65
24	1951.162559890486	257.35
25	1951.1652977412732	243.65
26	1951.1680355920603	241.95
27	1951.1707734428473	241.95
28	1951.1762491444217	245.65
29	1951.1789869952088	245.65
30	1951.1817248459959	247.95
31	1951.184462696783	245.35
32	1951.1872005475702	244.95
33	1951.1899383983573	249.65
34	1951.1926762491444	249.95
35	1951.1954140999314	250.35
36	1951.1981519507187	250.35
37	1951.2008898015058	249.65
38	1951.2036276522929	253.65
39	1951.2063655030802	249.65
40	1951.2091033538672	256.95
41	1951.2118412046543	260.95
42	1951.2145790554414	261.35
43	1951.2173169062287	259.95
44	1951.2200547570158	251.35
45	1951.2227926078028	249.95
46	1951.2337440109513	264.35
47	1951.2364818617386	262.95
48	1951.2392197125257	260.65
49	1951.2419575633128	262.65
50	1951.2446954140999	272.65
51	1951.2474332648871	273.35
52	1951.2556468172484	263.15
53	1951.2638603696098	273.35
54	1951.266598220397	269.35
55	1951.2693360711842	267.95
56	1951.2720739219712	264.65
57	1951.2748117727583	263.95
58	1951.2802874743327	261.35
59	1951.2830253251198	264.95
60	1951.2857631759068	256.95
61	1951.2885010266941	256.35
62	1951.2912388774812	263.65
63	1951.2939767282683	273.35
64	1951.2967145790553	274.15
65	1951.2994524298426	275.35
66	1951.3021902806297	271.35
67	1951.3049281314168	265.35
68	1951.307665982204	264.95
69	1951.3104038329911	274.35
70	1951.3542094455852	275.35
71	1951.3569472963723	274.65
72	1951.3651608487337	273.35
73	1951.367898699521	275.95
74	1951.370636550308	286.35
75	1951.3733744010951	275.95
76	1951.3761122518822	280.65
77	1951.3788501026695	284.95
78	1951.3815879534566	285.95
79	1951.392539356605	282.95
80	1951.3952772073922	285.65
81	1951.3980150581792	287.35
82	1951.4007529089665	286.35
83	1951.4034907597536	281.95
84	1951.4062286105407	281.95
85	1951.408966461328	283.95
86	1951.411704312115	283.15
87	1951.414442162902	284.35
88	1951.4171800136892	286.65
89	1951.4199178644765	287.65
90	1951.4226557152635	295.35
91	1951.4253935660506	288.95
92	1951.4281314168377	279.35
93	1951.433607118412	277.95
94	1951.4363449691991	284.65
95	1951.452772073922	283.35
96	1951.455509924709	291.95
97	1951.4582477754961	288.95
98	1951.4609856262834	289.65
99	1951.4691991786447	286.95
100	1951.471937029432	288.95
101	1951.474674880219	293.35
102	1951.477412731006	276.95
103	1951.4801505817934	276.95
104	1951.4828884325805	280.95
105	1951.4856262833675	286.95
106	1951.4883641341546	292.95
107	1951.491101984942	287.95
108	1951.493839835729	292.65
109	1951.496577686516	293.95
110	1951.4993155373031	291.95
111	1951.5020533880904	289.95
112	1951.5047912388775	291.35
113	1951.513004791239	288.35
114	1951.515742642026	291.35
115	1951.518480492813	296.65
116	1951.5212183436004	287.65
117	1951.5239561943874	280.95
118	1951.5266940451745	286.95
119	1951.5294318959616	278.95
120	1951.5321697467489	290.35
121	1951.534907597536	290.95
122	1951.537645448323	294.95
123	1951.54038329911	301.65
124	1951.5431211498974	299.65
125	1951.5485968514715	292.35
126	1951.554072553046	291.95
127	1951.556810403833	289.35
128	1951.55954825462	286.65
129	1951.5622861054073	289.95
130	1951.5650239561944	293.95
131	1951.5677618069815	296.95
132	1951.5704996577686	295.95
133	1951.5732375085558	300.15
134	1951.575975359343	298.65
135	1951.57871321013	295.95
136	1951.5814510609173	295.95
137	1951.5896646132785	296.35
138	1951.5924024640658	296.35
139	1951.5951403148529	297.35
140	1951.59787816564	296.65
141	1951.600616016427	298.35
142	1951.6033538672143	292.95
143	1951.6060917180014	295.65
144	1951.6088295687885	298.35
145	1951.6143052703628	302.35
146	1951.61704312115	289.95
147	1951.619780971937	288.95
148	1951.6225188227243	290.95
149	1951.6252566735113	285.35
150	1951.6279945242984	283.35
151	1951.6307323750855	289.95
152	1951.6334702258728	291.35
153	1951.6362080766598	291.35
154	1951.641683778234	288.95
155	1951.6444216290213	280.95
156	1951.6471594798084	282.35
157	1951.6498973305954	281.15
158	1951.6526351813827	284.35
159	1951.6553730321698	284.35
160	1951.6581108829569	290.35
161	1951.660848733744	290.95
162	1951.6635865845312	286.95
163	1951.6690622861054	284.15
164	1951.6718001368924	285.35
165	1951.6745379876797	289.35
166	1951.7375085557837	270.65
167	1951.7511978097193	271.95
168	1951.7566735112937	277.95
169	1951.7621492128678	274.35
170	1951.7648870636551	273.65
171	1951.7676249144422	273.65
172	1951.7703627652293	269.65
173	1951.7732146931326	273.35
174	1951.7758384668036	270.65
175	1951.7785763175907	267.95
176	1951.7813141683778	267.35
177	1951.7840520191648	267.95
178	1951.7867898699521	266.95
179	1951.7895277207392	265.65
180	1951.7922655715263	264.35
181	1951.7950034223136	266.95
182	1951.7977412731007	264.65
183	1951.8004791238877	267.15
184	1951.8032169746748	262.35
185	1951.805954825462	261.95
186	1951.8086926762492	261.95
187	1951.8169062286106	271.65
188	1951.8196440793977	269.95
