	date	temp
0	1948.0030800821355	242.35
1	1948.0045630846453	241.15
2	1948.0155144877938	239.45
3	1948.016769336071	245.55
4	1948.018480492813	246.05
5	1948.0195071868584	248.45
6	1948.020876112252	248.15
7	1948.0238421172712	245.05
8	1948.0250969655488	247.25
9	1948.0264658909423	249.85
10	1948.0278348163358	249.45
11	1948.0290896646134	256.85
12	1948.030572667123	261.95
13	1948.0318275154004	260.45
14	1948.0333105179102	258.35
15	1948.0345653661875	259.15
16	1948.035934291581	262.05
17	1948.0373032169746	263.35
18	1948.0386721423683	264.15
19	1948.0400410677619	266.65
20	1948.0414099931554	270.35
21	1948.045516769336	254.25
22	1948.0469997718458	245.55
23	1948.0482546201233	254.15
24	1948.057837097878	254.65
25	1948.0592060232718	250.85
26	1948.0606890257814	252.45
27	1948.061943874059	259.35
28	1948.0635409536847	264.85
29	1948.064681724846	268.25
30	1948.0660506502395	266.25
31	1948.0701574264203	247.35
32	1948.0715263518139	250.65
33	1948.0728952772074	255.45
34	1948.074264202601	247.25
35	1948.0757472051107	252.15
36	1948.077002053388	257.25
37	1948.0784850558978	254.35
38	1948.0799680584075	258.75
39	1948.0812229066848	262.75
40	1948.0852156057495	262.65
41	1948.0866986082592	260.55
42	1948.0880675336527	258.85
43	1948.0893223819303	267.05
44	1948.0906913073238	269.85
45	1948.0921743098334	265.85
46	1948.093429158111	268.15
47	1948.0947980835044	261.45
48	1948.096167008898	263.35
49	1948.0976500114077	265.75
50	1948.0989048596853	263.65
51	1948.1003878621948	263.05
52	1948.1016427104723	264.15
53	1948.1030116358659	260.55
54	1948.1043805612594	260.95
55	1948.105749486653	265.45
56	1948.1071184120465	268.75
57	1948.1086014145562	268.65
58	1948.1098562628338	266.55
59	1948.1113392653433	268.35
60	1948.1125941136208	265.25
61	1948.1139630390144	262.85
62	1948.115331964408	262.65
63	1948.1167008898015	260.75
64	1948.118069815195	260.05
65	1948.1194387405885	257.65
66	1948.1208076659823	250.85
67	1948.1222906684918	254.35
68	1948.1235455167694	257.65
69	1948.124914442163	259.15
70	1948.1262833675564	257.35
71	1948.12765229295	262.75
72	1948.1291352954597	262.45
73	1948.1303901437373	260.95
74	1948.1317590691308	256.15
75	1948.1332420716403	252.25
76	1948.1344969199179	252.05
77	1948.1358658453114	252.95
78	1948.137234770705	255.95
79	1948.1386036960985	258.45
80	1948.1399726214922	257.75
81	1948.1413415468858	254.95
82	1948.1427104722793	253.45
83	1948.1440793976728	249.05
84	1948.1455624001826	252.05
85	1948.14681724846	252.95
86	1948.1481861738534	253.15
87	1948.149555099247	247.65
88	1948.1509240246407	254.75
89	1948.1522929500343	260.45
90	1948.1536618754278	257.85
91	1948.1550308008214	257.25
92	1948.1563997262149	258.85
93	1948.1577686516084	257.75
94	1948.159137577002	261.85
95	1948.1605065023957	260.95
96	1948.1619895049053	258.95
97	1948.1632443531828	256.25
98	1948.1647273556925	252.05
99	1948.1659822039699	247.25
100	1948.1673511293634	246.65
101	1948.168720054757	248.65
102	1948.1700889801505	250.85
103	1948.1714579055442	255.65
104	1948.1728268309378	256.05
105	1948.1741957563313	255.05
106	1948.175678758841	261.85
107	1948.1769336071184	261.35
108	1948.178302532512	260.35
109	1948.1797855350217	263.35
110	1948.1811544604152	264.35
111	1948.1825233858087	262.75
112	1948.1837782340863	265.05
113	1948.1851471594798	263.65
114	1948.1865160848733	264.15
115	1948.187999087383	256.35
116	1948.1892539356604	251.95
117	1948.1906228610542	247.35
118	1948.1919917864477	255.55
119	1948.1934747889572	252.75
120	1948.194843714351	259.15
121	1948.2016883413187	260.95
122	1948.2029431895962	264.75
123	1948.2084188911704	252.85
124	1948.2099018936801	250.25
125	1948.2111567419577	251.05
126	1948.2126397444672	248.95
127	1948.2138945927447	250.55
128	1948.2153775952545	247.15
129	1948.2166324435318	255.95
130	1948.2180013689253	253.25
131	1948.2193702943189	246.35
132	1948.2208532968286	250.75
133	1948.2221081451062	248.45
134	1948.2234770704997	250.15
135	1948.2248459958932	255.05
136	1948.226328998403	254.35
137	1948.2275838466803	254.95
138	1948.2289527720739	252.55
139	1948.2303216974674	259.55
140	1948.2316906228612	266.75
141	1948.2330595482547	262.35
142	1948.2344284736482	252.05
143	1948.2385352498288	256.65
144	1948.2399041752224	257.85
145	1948.2412731006161	264.45
146	1948.2426420260097	255.25
147	1948.2440109514032	252.45
148	1948.2453798767967	253.15
149	1948.2467488021903	258.25
150	1948.2481177275838	270.75
151	1948.2494866529773	272.25
152	1948.2508555783709	271.55
153	1948.2522245037646	271.45
154	1948.2535934291582	271.75
155	1948.2549623545517	272.75
156	1948.2564453570615	269.35
157	1948.2577002053388	269.15
158	1948.2590691307323	271.75
159	1948.2604380561258	268.05
160	1948.2618069815196	269.05
161	1948.2631759069131	270.75
162	1948.2645448323067	273.35
163	1948.2659137577002	271.75
164	1948.26739676021	270.85
165	1948.2686516084873	272.15
166	1948.2700205338808	272.45
167	1948.2713894592744	272.15
168	1948.2727583846681	264.95
169	1948.27446954141	273.55
170	1948.2756103125712	261.95
171	1948.2768651608487	262.55
172	1948.2782340862423	271.75
173	1948.279717088752	274.45
174	1948.2809719370293	269.15
175	1948.282340862423	266.35
176	1948.2838238649326	265.45
177	1948.2850787132102	258.55
178	1948.286675792836	253.25
179	1948.2879306411135	255.25
180	1948.2891854893908	257.25
181	1948.2905544147843	259.55
182	1948.292037417294	257.05
183	1948.2932922655716	258.95
184	1948.2946611909651	265.05
185	1948.2960301163587	269.35
186	1948.2975131188684	268.35
187	1948.298882044262	271.55
